WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Value
936,SVK,GGX,Slovak Republic,General government total expenditure,National currency,Billions,41.944
936,SVK,GGX_NGDP,Slovak Republic,General government total expenditure,Percent of GDP,,45.552
936,SVK,GGXCNL,Slovak Republic,General government net lending/borrowing,National currency,Billions,-5.062
936,SVK,GGXCNL_NGDP,Slovak Republic,General government net lending/borrowing,Percent of GDP,,-5.497
936,SVK,GGSB,Slovak Republic,General government structural balance,National currency,Billions,-1.922
936,SVK,GGSB_NPGDP,Slovak Republic,General government structural balance,Percent of potential GDP,,-2.003
936,SVK,GGXONLB,Slovak Republic,General government primary net lending/borrowing,National currency,Billions,-4.12
936,SVK,GGXONLB_NGDP,Slovak Republic,General government primary net lending/borrowing,Percent of GDP,,-4.474
936,SVK,GGXWDN,Slovak Republic,General government net debt,National currency,Billions,45.708
936,SVK,GGXWDN_NGDP,Slovak Republic,General government net debt,Percent of GDP,,49.64
936,SVK,GGXWDG,Slovak Republic,General government gross debt,National currency,Billions,55.01
936,SVK,GGXWDG_NGDP,Slovak Republic,General government gross debt,Percent of GDP,,59.742
936,SVK,NGDP_FY,Slovak Republic,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,92.079
936,SVK,BCA,Slovak Republic,Current account balance,U.S. dollars,Billions,0.108
936,SVK,BCA_NGDPD,Slovak Republic,Current account balance,Percent of GDP,,0.103
961,SVN,NGDP_R,Slovenia,"Gross domestic product, constant prices",National currency,Billions,41.46
961,SVN,NGDP_RPCH,Slovenia,"Gross domestic product, constant prices",Percent change,,-4.23
961,SVN,NGDP,Slovenia,"Gross domestic product, current prices",National currency,Billions,46.918
961,SVN,NGDPD,Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,53.547
961,SVN,PPPGDP,Slovenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,82.53
961,SVN,NGDP_D,Slovenia,"Gross domestic product, deflator",Index,,113.165
961,SVN,NGDPRPC,Slovenia,"Gross domestic product per capita, constant prices",National currency,Units,"19,781.70"
961,SVN,NGDPRPPPPC,Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"37,333.29"
961,SVN,NGDPPC,Slovenia,"Gross domestic product per capita, current prices",National currency,Units,"22,386.03"
961,SVN,NGDPDPC,Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"25,548.77"
961,SVN,PPPPC,Slovenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"39,377.83"
961,SVN,NGAP_NPGDP,Slovenia,Output gap in percent of potential GDP,Percent of potential GDP,,-2.847
961,SVN,PPPSH,Slovenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.062
961,SVN,PPPEX,Slovenia,Implied PPP conversion rate,National currency per current international dollar,,0.568
961,SVN,NID_NGDP,Slovenia,Total investment,Percent of GDP,,19.998
961,SVN,NGSD_NGDP,Slovenia,Gross national savings,Percent of GDP,,27.378
961,SVN,PCPI,Slovenia,"Inflation, average consumer prices",Index,,104.758
961,SVN,PCPIPCH,Slovenia,"Inflation, average consumer prices",Percent change,,-0.052
961,SVN,PCPIE,Slovenia,"Inflation, end of period consumer prices",Index,,104.28
961,SVN,PCPIEPCH,Slovenia,"Inflation, end of period consumer prices",Percent change,,-1.1
961,SVN,TM_RPCH,Slovenia,Volume of imports of goods and services,Percent change,,-9.579
961,SVN,TMG_RPCH,Slovenia,Volume of Imports of goods,Percent change,,-8.578
961,SVN,TX_RPCH,Slovenia,Volume of exports of goods and services,Percent change,,-8.663
961,SVN,TXG_RPCH,Slovenia,Volume of exports of goods,Percent change,,-5.461
961,SVN,LUR,Slovenia,Unemployment rate,Percent of total labor force,,5.008
961,SVN,LE,Slovenia,Employment,Persons,Millions,1.04
961,SVN,LP,Slovenia,Population,Persons,Millions,2.096
961,SVN,GGR,Slovenia,General government revenue,National currency,Billions,20.413
961,SVN,GGR_NGDP,Slovenia,General government revenue,Percent of GDP,,43.509
961,SVN,GGX,Slovenia,General government total expenditure,National currency,Billions,24.079
961,SVN,GGX_NGDP,Slovenia,General government total expenditure,Percent of GDP,,51.322
961,SVN,GGXCNL,Slovenia,General government net lending/borrowing,National currency,Billions,-3.666
961,SVN,GGXCNL_NGDP,Slovenia,General government net lending/borrowing,Percent of GDP,,-7.813
961,SVN,GGSB,Slovenia,General government structural balance,National currency,Billions,-3.067
961,SVN,GGSB_NPGDP,Slovenia,General government structural balance,Percent of potential GDP,,-6.352
961,SVN,GGXONLB,Slovenia,General government primary net lending/borrowing,National currency,Billions,-3.014
961,SVN,GGXONLB_NGDP,Slovenia,General government primary net lending/borrowing,Percent of GDP,,-6.424
961,SVN,GGXWDN,Slovenia,General government net debt,National currency,Billions,23.202
961,SVN,GGXWDN_NGDP,Slovenia,General government net debt,Percent of GDP,,49.453
961,SVN,GGXWDG,Slovenia,General government gross debt,National currency,Billions,37.423
961,SVN,GGXWDG_NGDP,Slovenia,General government gross debt,Percent of GDP,,79.762
961,SVN,NGDP_FY,Slovenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,46.918
961,SVN,BCA,Slovenia,Current account balance,U.S. dollars,Billions,3.952
961,SVN,BCA_NGDPD,Slovenia,Current account balance,Percent of GDP,,7.38
813,SLB,NGDP_R,Solomon Islands,"Gross domestic product, constant prices",National currency,Billions,10.616
813,SLB,NGDP_RPCH,Solomon Islands,"Gross domestic product, constant prices",Percent change,,-4.32
813,SLB,NGDP,Solomon Islands,"Gross domestic product, current prices",National currency,Billions,12.697
813,SLB,NGDPD,Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,1.546
813,SLB,PPPGDP,Solomon Islands,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,1.608
813,SLB,NGDP_D,Solomon Islands,"Gross domestic product, deflator",Index,,119.604
813,SLB,NGDPRPC,Solomon Islands,"Gross domestic product per capita, constant prices",National currency,Units,"15,507.53"
813,SLB,NGDPRPPPPC,Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,226.65"
813,SLB,NGDPPC,Solomon Islands,"Gross domestic product per capita, current prices",National currency,Units,"18,547.54"
813,SLB,NGDPDPC,Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,258.20"
813,SLB,PPPPC,Solomon Islands,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"2,348.59"
813,SLB,NGAP_NPGDP,Solomon Islands,Output gap in percent of potential GDP,Percent of potential GDP,,
813,SLB,PPPSH,Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.001
813,SLB,PPPEX,Solomon Islands,Implied PPP conversion rate,National currency per current international dollar,,7.897
813,SLB,NID_NGDP,Solomon Islands,Total investment,Percent of GDP,,7.898
813,SLB,NGSD_NGDP,Solomon Islands,Gross national savings,Percent of GDP,,6.277
813,SLB,PCPI,Solomon Islands,"Inflation, average consumer prices",Index,,108.283
813,SLB,PCPIPCH,Solomon Islands,"Inflation, average consumer prices",Percent change,,2.964
813,SLB,PCPIE,Solomon Islands,"Inflation, end of period consumer prices",Index,,104.2
813,SLB,PCPIEPCH,Solomon Islands,"Inflation, end of period consumer prices",Percent change,,-2.526
813,SLB,TM_RPCH,Solomon Islands,Volume of imports of goods and services,Percent change,,-21.052
813,SLB,TMG_RPCH,Solomon Islands,Volume of Imports of goods,Percent change,,-13.182
813,SLB,TX_RPCH,Solomon Islands,Volume of exports of goods and services,Percent change,,-28.449
813,SLB,TXG_RPCH,Solomon Islands,Volume of exports of goods,Percent change,,-18.939
813,SLB,LUR,Solomon Islands,Unemployment rate,Percent of total labor force,,
813,SLB,LE,Solomon Islands,Employment,Persons,Millions,
813,SLB,LP,Solomon Islands,Population,Persons,Millions,0.685
813,SLB,GGR,Solomon Islands,General government revenue,National currency,Billions,4.218
813,SLB,GGR_NGDP,Solomon Islands,General government revenue,Percent of GDP,,33.224
813,SLB,GGX,Solomon Islands,General government total expenditure,National currency,Billions,4.526
813,SLB,GGX_NGDP,Solomon Islands,General government total expenditure,Percent of GDP,,35.647
813,SLB,GGXCNL,Solomon Islands,General government net lending/borrowing,National currency,Billions,-0.308
813,SLB,GGXCNL_NGDP,Solomon Islands,General government net lending/borrowing,Percent of GDP,,-2.423
813,SLB,GGSB,Solomon Islands,General government structural balance,National currency,Billions,
813,SLB,GGSB_NPGDP,Solomon Islands,General government structural balance,Percent of potential GDP,,
813,SLB,GGXONLB,Solomon Islands,General government primary net lending/borrowing,National currency,Billions,-0.283
813,SLB,GGXONLB_NGDP,Solomon Islands,General government primary net lending/borrowing,Percent of GDP,,-2.228
813,SLB,GGXWDN,Solomon Islands,General government net debt,National currency,Billions,0.275
813,SLB,GGXWDN_NGDP,Solomon Islands,General government net debt,Percent of GDP,,2.162
813,SLB,GGXWDG,Solomon Islands,General government gross debt,National currency,Billions,1.666
813,SLB,GGXWDG_NGDP,Solomon Islands,General government gross debt,Percent of GDP,,13.119
813,SLB,NGDP_FY,Solomon Islands,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,12.697
813,SLB,BCA,Solomon Islands,Current account balance,U.S. dollars,Billions,-0.025
813,SLB,BCA_NGDPD,Solomon Islands,Current account balance,Percent of GDP,,-1.621
726,SOM,NGDP_R,Somalia,"Gross domestic product, constant prices",National currency,Billions,5.996
726,SOM,NGDP_RPCH,Somalia,"Gross domestic product, constant prices",Percent change,,-0.348
726,SOM,NGDP,Somalia,"Gross domestic product, current prices",National currency,Billions,6.965
726,SOM,NGDPD,Somalia,"Gross domestic product, current prices",U.S. dollars,Billions,6.965
726,SOM,PPPGDP,Somalia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,17.749
726,SOM,NGDP_D,Somalia,"Gross domestic product, deflator",Index,,116.171
726,SOM,NGDPRPC,Somalia,"Gross domestic product per capita, constant prices",National currency,Units,405.786
726,SOM,NGDPRPPPPC,Somalia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,138.93"
726,SOM,NGDPPC,Somalia,"Gross domestic product per capita, current prices",National currency,Units,471.407
726,SOM,NGDPDPC,Somalia,"Gross domestic product per capita, current prices",U.S. dollars,Units,471.407
726,SOM,PPPPC,Somalia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"1,201.30"
726,SOM,NGAP_NPGDP,Somalia,Output gap in percent of potential GDP,Percent of potential GDP,,
726,SOM,PPPSH,Somalia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.013
726,SOM,PPPEX,Somalia,Implied PPP conversion rate,National currency per current international dollar,,0.392
726,SOM,NID_NGDP,Somalia,Total investment,Percent of GDP,,
726,SOM,NGSD_NGDP,Somalia,Gross national savings,Percent of GDP,,
726,SOM,PCPI,Somalia,"Inflation, average consumer prices",Index,,119.27
726,SOM,PCPIPCH,Somalia,"Inflation, average consumer prices",Percent change,,4.304
726,SOM,PCPIE,Somalia,"Inflation, end of period consumer prices",Index,,120.18
726,SOM,PCPIEPCH,Somalia,"Inflation, end of period consumer prices",Percent change,,4.833
726,SOM,TM_RPCH,Somalia,Volume of imports of goods and services,Percent change,,
726,SOM,TMG_RPCH,Somalia,Volume of Imports of goods,Percent change,,
726,SOM,TX_RPCH,Somalia,Volume of exports of goods and services,Percent change,,
726,SOM,TXG_RPCH,Somalia,Volume of exports of goods,Percent change,,
726,SOM,LUR,Somalia,Unemployment rate,Percent of total labor force,,
726,SOM,LE,Somalia,Employment,Persons,Millions,
726,SOM,LP,Somalia,Population,Persons,Millions,14.775
726,SOM,GGR,Somalia,General government revenue,National currency,Billions,0.497
726,SOM,GGR_NGDP,Somalia,General government revenue,Percent of GDP,,7.134
726,SOM,GGX,Somalia,General government total expenditure,National currency,Billions,0.472
726,SOM,GGX_NGDP,Somalia,General government total expenditure,Percent of GDP,,6.78
726,SOM,GGXCNL,Somalia,General government net lending/borrowing,National currency,Billions,0.025
726,SOM,GGXCNL_NGDP,Somalia,General government net lending/borrowing,Percent of GDP,,0.355
726,SOM,GGSB,Somalia,General government structural balance,National currency,Billions,
726,SOM,GGSB_NPGDP,Somalia,General government structural balance,Percent of potential GDP,,
726,SOM,GGXONLB,Somalia,General government primary net lending/borrowing,National currency,Billions,0.026
726,SOM,GGXONLB_NGDP,Somalia,General government primary net lending/borrowing,Percent of GDP,,0.38
726,SOM,GGXWDN,Somalia,General government net debt,National currency,Billions,
726,SOM,GGXWDN_NGDP,Somalia,General government net debt,Percent of GDP,,
726,SOM,GGXWDG,Somalia,General government gross debt,National currency,Billions,
726,SOM,GGXWDG_NGDP,Somalia,General government gross debt,Percent of GDP,,
726,SOM,NGDP_FY,Somalia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,6.965
726,SOM,BCA,Somalia,Current account balance,U.S. dollars,Billions,-0.752
726,SOM,BCA_NGDPD,Somalia,Current account balance,Percent of GDP,,-10.801
199,ZAF,NGDP_R,South Africa,"Gross domestic product, constant prices",National currency,Billions,"4,279.65"
199,ZAF,NGDP_RPCH,South Africa,"Gross domestic product, constant prices",Percent change,,-6.432
199,ZAF,NGDP,South Africa,"Gross domestic product, current prices",National currency,Billions,"5,521.08"
199,ZAF,NGDPD,South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,335.344
199,ZAF,PPPGDP,South Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,792.333
199,ZAF,NGDP_D,South Africa,"Gross domestic product, deflator",Index,,129.008
199,ZAF,NGDPRPC,South Africa,"Gross domestic product per capita, constant prices",National currency,Units,"71,779.66"
199,ZAF,NGDPRPPPPC,South Africa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"12,599.28"
199,ZAF,NGDPPC,South Africa,"Gross domestic product per capita, current prices",National currency,Units,"92,601.31"
199,ZAF,NGDPDPC,South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,624.50"
199,ZAF,PPPPC,South Africa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"13,289.27"
199,ZAF,NGAP_NPGDP,South Africa,Output gap in percent of potential GDP,Percent of potential GDP,,
199,ZAF,PPPSH,South Africa,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.598
199,ZAF,PPPEX,South Africa,Implied PPP conversion rate,National currency per current international dollar,,6.968
199,ZAF,NID_NGDP,South Africa,Total investment,Percent of GDP,,12.746
199,ZAF,NGSD_NGDP,South Africa,Gross national savings,Percent of GDP,,14.734
199,ZAF,PCPI,South Africa,"Inflation, average consumer prices",Index,,93.292
199,ZAF,PCPIPCH,South Africa,"Inflation, average consumer prices",Percent change,,3.275
